npk,sub_post,post,grp,sect,dept,dept_account,division,plant
39098,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
39100,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
39101,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
39102,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
39103,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
39104,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
39107,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
39111,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
39112,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
39113,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
39114,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
39117,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
39121,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
39122,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
39123,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
39125,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
39262,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
39394,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
39395,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
39396,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
39400,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
39401,NULL,NULL,1-001-003-017-052,1-001-003-017,1-001-003,1-001-003,1-001,1
39403,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
39405,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
39410,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
39417,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
39418,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
39425,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
39427,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
39428,NULL,NULL,1-001-001-012-050,1-001-001-012,1-001-001,1-001-002,1-001,1
39433,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
39434,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
39436,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
39703,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
39704,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
39705,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
39896,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
39899,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
39900,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
39901,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
39904,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
39905,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
39906,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
39912,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
39914,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
39915,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
39916,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
39919,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
39924,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
39926,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
39927,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
39928,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
39930,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
39933,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
39944,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
39950,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
39952,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
39960,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
39963,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
39967,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
39970,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
39973,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-002,1-001,1
39975,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
40131,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-001,1-001,1
40132,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
40133,NULL,NULL,1-001-001-009-047,1-001-001-014,1-001-001,1-001-001,1-001,1
40136,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
40142,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
40145,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
40149,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
40151,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
40154,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
40156,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
40159,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
40160,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
40163,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
40164,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
40165,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
40169,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
40170,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
40171,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
40172,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
40174,NULL,NULL,1-001-001-009-053,1-001-001-009,1-001-001,1-001-002,1-001,1
40177,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
40224,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
40502,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
40503,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
40504,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
40506,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
40507,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
40511,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
40513,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-002,1-001,1
40515,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
40516,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
40549,NULL,NULL,NULL,NULL,1-001-003,1-001-003,1-001,1
40592,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
40617,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
40621,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
40623,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
40624,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
40625,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
40628,NULL,1-001-003-019-059-001,1-001-003-019-059,1-001-001-010,1-001-001,1-001-001,1-001,1
40631,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
40635,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
40636,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
40637,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
40638,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
40641,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
40645,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
40647,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
40648,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
40651,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
40652,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
40653,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
40801,NULL,NULL,1-001-001-013-049,1-001-001-013,1-001-001,1-001-001,1-001,1
40833,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
40838,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
40839,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
40842,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
40850,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
40852,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
40857,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
40861,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
40863,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
40963,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
40965,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
40968,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
40969,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
40972,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
40976,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
40978,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
40980,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
40981,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
40982,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
40985,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
40989,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
40990,NULL,,1-001-001-012-060,1-001-001-012,1-001-001,1-001-001,1-001,1
41078,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
41079,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
41087,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
41102,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
41111,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
41112,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
41115,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-002,1-001,1
41118,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
41322,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
41327,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
41329,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
41334,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
41337,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
41435,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
41549,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
41551,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
41558,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
41559,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
41561,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
41570,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
41719,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
41722,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
41725,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
41728,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
41735,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
41737,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
41895,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
41904,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
41907,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
41912,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
42137,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
42146,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
42395,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
42737,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
42739,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
42899,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
42913,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
42914,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-002,1-001,1
43261,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
43275,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
43400,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
43405,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
43408,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
43409,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
43412,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
43657,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
43819,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
43835,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
43836,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
43842,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
43846,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
43847,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
43849,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
43850,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
43866,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
43868,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
43886,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
44131,NULL,1-001-001-010-061-003,1-001-003-019-059,1-001-001-010,1-001-001,1-001-002,1-001,1
44411,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
44574,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
44579,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
44582,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
44583,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
44584,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
44587,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
44701,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
44707,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
44734,NULL,NULL,NULL,1-001-003-017,1-001-003,1-001-003,1-001,1
44836,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
44838,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
45162,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
45230,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
45233,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
45237,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
45238,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
46352,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
46472,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
46500,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
46583,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
46598,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
46602,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
46607,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
46909,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
47070,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
47072,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
47077,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
47285,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
47563,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
48254,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
48255,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
49690,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
51820,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
51823,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
51824,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
51825,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
51833,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
51835,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
51853,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
51988,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
52005,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
52009,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
52019,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
53431,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
53433,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
53435,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
53484,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
53491,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
53729,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
53739,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
53871,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
53892,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
53910,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
54004,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
54282,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
54366,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
54370,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
54516,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
54532,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
54554,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
54742,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
55180,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
55189,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
55488,NULL,NULL,1-001-003-016-050,1-001-003-016,1-001-003,1-001-002,1-001,1
55494,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
55657,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
55952,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
55982,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
55984,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
55995,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
56135,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
56191,NULL,NULL,1-001-001-009-050,1-001-001-009,1-001-001,1-001-001,1-001,1
56195,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
57337,NULL,NULL,NULL,NULL,NULL,1-001-002,1-001,1
57396,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
57482,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
57506,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
57653,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
57837,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
57840,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
58099,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
58105,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
58396,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
58398,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
58404,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
58470,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
58573,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
58596,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
58677,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
58681,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
58924,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
59014,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
59081,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
59862,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
59972,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
60802,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
62579,NULL,NULL,NULL,1-001-001-010,1-001-001,1-001-001,1-001,1
62721,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
62725,NULL,NULL,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
65303,NULL,NULL,NULL,1-001-001-012,1-001-001,1-001-002,1-001,1
